Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Freguesia (Jacarepaguá);3;1;0;65;1250.0;298.0;0.0;19.23;Apartamento
Apartamento;Copacabana;1;1;0;65;1500.0;1200.0;140.0;23.08;Apartamento
Casa de Condomínio;Campo Grande;2;1;2;70;900.0;70.0;0.0;12.86;Casa
Apartamento;Recreio dos Bandeirantes;3;2;2;92;1800.0;840.0;195.0;19.57;Apartamento
Apartamento;Camorim;3;2;1;75;1700.0;600.0;80.0;22.67;Apartamento
Apartamento;Leblon;2;1;1;90;4000.0;1900.0;440.0;44.44;Apartamento
Apartamento;Rio Comprido;2;0;0;60;1250.0;600.0;0.0;20.83;Apartamento
Apartamento;Botafogo;2;1;0;60;1700.0;900.0;100.0;28.33;Apartamento
Apartamento;Botafogo;2;0;0;70;2959.0;518.0;0.0;42.27;Apartamento
Apartamento;Tijuca;2;1;2;88;2800.0;850.0;120.0;31.82;Apartamento
Apartamento;Barra da Tijuca;2;2;1;76;2800.0;1350.0;1200.0;36.84;Apartamento
Apartamento;Flamengo;2;0;0;89;3100.0;817.0;0.0;34.83;Apartamento
Casa;Vila Isabel;2;0;0;70;2000.0;0.0;0.0;28.57;Casa
Apartamento;Gávea;2;0;1;72;3500.0;550.0;141.0;48.61;Apartamento
Apartamento;Leblon;2;2;0;90;4200.0;1180.0;300.0;46.67;Apartamento
Apartamento;Jardim Botânico;2;1;1;84;3500.0;998.0;0.0;41.67;Apartamento
Apartamento;Grajaú;1;0;0;60;1300.0;578.0;20.0;21.67;Apartamento
Apartamento;Barra da Tijuca;2;0;0;79;2950.0;1000.0;173.0;37.34;Apartamento
Apartamento;Leme;3;1;1;100;4800.0;1050.0;140.0;48.0;Apartamento
Apartamento;Copacabana;2;0;0;60;2400.0;460.0;163.0;40.0;Apartamento
Apartamento;Copacabana;2;0;0;60;2600.0;550.0;0.0;43.33;Apartamento
Casa;Campo Grande;2;1;0;90;1200.0;0.0;0.0;13.33;Casa
Apartamento;Tijuca;2;0;1;90;2350.0;850.0;100.0;26.11;Apartamento
Apartamento;Barra da Tijuca;2;2;1;85;2150.0;890.0;160.0;25.29;Apartamento
Apartamento;Jacarepaguá;2;1;1;65;1200.0;600.0;0.0;18.46;Apartamento
Apartamento;Tijuca;3;1;0;85;2500.0;905.0;183.0;29.41;Apartamento
Apartamento;Botafogo;2;1;0;76;2650.0;680.0;150.0;34.87;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;0.0;15.48;Apartamento
Apartamento;Pechincha;3;1;2;100;2300.0;994.0;0.0;23.0;Apartamento
Apartamento;Leblon;3;2;1;70;5000.0;3990.0;0.0;71.43;Apartamento
Apartamento;Copacabana;2;0;0;80;3000.0;790.0;103.0;37.5;Apartamento
Apartamento;Flamengo;2;0;0;68;2200.0;577.0;142.0;32.35;Apartamento
Apartamento;Copacabana;2;0;0;80;3300.0;1374.0;103.0;41.25;Apartamento
Casa de Vila;Tijuca;2;0;0;70;1500.0;0.0;0.0;21.43;Casa
Apartamento;Jardim Botânico;2;0;0;100;3300.0;800.0;0.0;33.0;Apartamento
Casa;Bento Ribeiro;3;3;0;70;2000.0;0.0;0.0;28.57;Casa
Apartamento;Humaitá;2;0;0;85;2200.0;772.0;114.0;25.88;Apartamento
Apartamento;Barra da Tijuca;2;1;2;66;2500.0;1160.0;149.0;37.88;Apartamento
Apartamento;Tijuca;3;0;0;96;1900.0;514.0;91.0;19.79;Apartamento
Apartamento;Copacabana;2;1;0;94;3000.0;1348.0;81.0;31.91;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;2800.0;1631.0;201.0;28.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;68;1500.0;650.0;140.0;22.06;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1550.0;360.0;27.0;22.14;Apartamento
Apartamento;Copacabana;3;0;0;90;3000.0;920.0;106.0;33.33;Apartamento
Apartamento;Copacabana;2;0;0;67;2500.0;515.0;158.0;37.31;Apartamento
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;53.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2600.0;1400.0;1200.0;29.55;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;650.0;102.0;28.57;Apartamento
Apartamento;Ipanema;3;0;0;85;4000.0;640.0;228.0;47.06;Apartamento
Apartamento;Lagoa;3;1;1;74;4000.0;900.0;309.0;54.05;Apartamento
Casa;Campo Grande;1;0;0;70;700.0;0.0;0.0;10.0;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;550.0;0.0;20.0;Apartamento
Apartamento;Ipanema;3;0;0;80;4300.0;500.0;85.0;53.75;Apartamento
Apartamento;Andaraí;2;0;0;64;1200.0;660.0;0.0;18.75;Apartamento
Apartamento;Tijuca;3;1;0;92;1600.0;650.0;21.0;17.39;Apartamento
Apartamento;Vila da Penha;3;1;1;68;1800.0;545.0;0.0;26.47;Apartamento
Apartamento;Cachambi;2;1;0;77;1350.0;511.0;26.0;17.53;Apartamento
Apartamento;Flamengo;2;0;0;65;2200.0;690.0;120.0;33.85;Apartamento
Apartamento;Jardim Guanabara;2;1;1;92;1900.0;550.0;152.0;20.65;Apartamento
Apartamento;Barra da Tijuca;3;1;3;83;2700.0;1250.0;120.0;32.53;Apartamento
Apartamento;Laranjeiras;3;1;1;68;3000.0;900.0;0.0;44.12;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;98;2100.0;792.0;163.0;21.43;Apartamento
Apartamento;Lagoa;2;1;2;99;4500.0;1300.0;300.0;45.45;Apartamento
Apartamento;Vila Isabel;3;1;1;100;2100.0;800.0;228.0;21.0;Apartamento
Quitinete;Higienópolis;1;0;0;96;700.0;0.0;0.0;7.29;Apartamento
Apartamento;Copacabana;2;1;1;93;3000.0;860.0;288.0;32.26;Apartamento
Apartamento;Barra da Tijuca;2;1;1;66;2000.0;1086.0;215.0;30.3;Apartamento
Apartamento;Ipanema;3;1;0;80;4100.0;1493.0;301.0;51.25;Apartamento
Apartamento;Copacabana;2;0;0;71;1900.0;1200.0;156.0;26.76;Apartamento
Apartamento;Copacabana;3;0;0;100;5000.0;719.0;109.0;50.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;64;1800.0;800.0;180.0;28.12;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;70;1500.0;796.0;0.0;21.43;Apartamento
Apartamento;Humaitá;2;1;1;85;4950.0;605.0;336.0;58.24;Apartamento
Apartamento;Barra da Tijuca;3;2;1;99;3500.0;1168.0;0.0;35.35;Apartamento
Apartamento;Lins de Vasconcelos;3;1;0;78;900.0;600.0;700.0;11.54;Apartamento
Apartamento;Leblon;2;0;0;80;2950.0;880.0;162.0;36.88;Apartamento
Apartamento;Grajaú;1;1;0;63;1500.0;500.0;0.0;23.81;Apartamento
Apartamento;Barra da Tijuca;2;1;1;66;2500.0;1948.0;214.0;37.88;Apartamento
Apartamento;Copacabana;2;0;0;75;2000.0;650.0;81.0;26.67;Apartamento
Apartamento;Vila da Penha;2;1;0;84;900.0;598.0;52.0;10.71;Apartamento
Apartamento;Vila Isabel;3;0;0;90;1600.0;360.0;85.0;17.78;Apartamento
Apartamento;Botafogo;2;0;0;60;2600.0;472.0;75.0;43.33;Apartamento
Casa;Realengo;2;0;0;80;800.0;0.0;26.0;10.0;Casa
Apartamento;Copacabana;2;0;0;60;4000.0;550.0;160.0;66.67;Apartamento
Apartamento;Engenho Novo;1;1;0;62;1200.0;440.0;0.0;19.35;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2500.0;950.0;100.0;35.71;Apartamento
Apartamento;Tijuca;2;0;0;66;2000.0;250.0;0.0;30.3;Apartamento
Apartamento;Flamengo;2;1;1;90;2900.0;1430.0;364.0;32.22;Apartamento
Apartamento;Méier;2;1;0;70;1500.0;686.0;0.0;21.43;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1753.0;250.0;25.0;Apartamento
Apartamento;Méier;2;1;0;80;1800.0;700.0;85.0;22.5;Apartamento
Apartamento;Barra da Tijuca;1;1;0;81;1500.0;2130.0;236.0;18.52;Apartamento
Apartamento;Jardim Botânico;2;1;1;63;2500.0;1300.0;0.0;39.68;Apartamento
Apartamento;Jardim Botânico;2;0;0;81;3800.0;110.0;0.0;46.91;Apartamento
Apartamento;Maracanã;1;1;0;63;1400.0;590.0;24.0;22.22;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1500.0;890.0;243.0;15.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;2500.0;1800.0;27.0;26.6;Apartamento
Apartamento;Copacabana;3;1;0;86;1500.0;1240.0;0.0;17.44;Apartamento
Casa;Oswaldo Cruz;2;0;0;89;1500.0;0.0;0.0;16.85;Casa
Apartamento;Campo Grande;3;1;1;70;1300.0;990.0;0.0;18.57;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;0;95;1700.0;1250.0;0.0;17.89;Apartamento
Apartamento;Campo Grande;3;1;1;90;900.0;420.0;0.0;10.0;Apartamento
Apartamento;Laranjeiras;3;1;0;100;2800.0;1400.0;250.0;28.0;Apartamento
Apartamento;Laranjeiras;2;0;0;70;2500.0;800.0;85.0;35.71;Apartamento
Apartamento;Campo Grande;2;1;0;65;750.0;190.0;0.0;11.54;Apartamento
Apartamento;Barra da Tijuca;2;0;2;73;1600.0;1500.0;100.0;21.92;Apartamento
Apartamento;Ipanema;3;2;0;95;5000.0;1000.0;222.0;52.63;Apartamento
Apartamento;Copacabana;3;0;1;98;3100.0;917.0;209.0;31.63;Apartamento
Apartamento;Ipanema;2;0;1;75;5400.0;476.0;120.0;72.0;Apartamento
Apartamento;Jardim Botânico;1;1;1;63;3000.0;1400.0;150.0;47.62;Apartamento
Apartamento;Barra da Tijuca;2;1;1;79;2800.0;126.0;180.0;35.44;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1632.0;234.0;25.0;Apartamento
Apartamento;Flamengo;2;1;0;87;2800.0;845.0;136.0;32.18;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0;21.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2200.0;700.0;200.0;24.44;Apartamento
Apartamento;Copacabana;2;0;0;90;3500.0;800.0;0.0;38.89;Apartamento
Apartamento;Copacabana;2;1;0;79;2500.0;763.0;170.0;31.65;Apartamento
Apartamento;Cachambi;2;1;0;70;1100.0;550.0;165.0;15.71;Apartamento
Casa de Vila;Méier;2;0;0;71;2000.0;0.0;36.0;28.17;Casa
Apartamento;Tijuca;2;1;0;66;1400.0;604.0;80.0;21.21;Apartamento
Apartamento;Flamengo;2;0;0;83;4000.0;577.0;168.0;48.19;Apartamento
Apartamento;Barra da Tijuca;1;1;1;90;6500.0;2100.0;5000.0;72.22;Apartamento
Apartamento;Leblon;2;0;0;75;2800.0;810.0;0.0;37.33;Apartamento
Apartamento;Tijuca;2;1;1;100;2500.0;907.0;140.0;25.0;Apartamento
Apartamento;Tijuca;3;2;1;100;2100.0;550.0;95.0;21.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2300.0;1200.0;241.0;31.94;Apartamento
Apartamento;Olaria;2;0;0;60;1100.0;90.0;0.0;18.33;Apartamento
Apartamento;Pechincha;2;1;1;72;1300.0;540.0;600.0;18.06;Apartamento
Apartamento;Laranjeiras;2;1;1;90;3400.0;1850.0;216.0;37.78;Apartamento
Apartamento;Botafogo;2;1;0;95;3600.0;1026.0;167.0;37.89;Apartamento
Apartamento;Botafogo;1;1;1;91;3300.0;883.0;298.0;36.26;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1400.0;1300.0;24.1;Apartamento
Apartamento;Laranjeiras;2;0;0;80;2100.0;700.0;110.0;26.25;Apartamento
Apartamento;Centro;3;0;0;100;1100.0;621.0;0.0;11.0;Apartamento
Apartamento;Estácio;2;0;0;65;1000.0;590.0;0.0;15.38;Apartamento
Apartamento;Tijuca;3;1;1;79;1500.0;720.0;0.0;18.99;Apartamento
Apartamento;Copacabana;3;0;1;98;9000.0;562.0;200.0;91.84;Apartamento
Apartamento;Botafogo;2;1;1;90;3200.0;664.0;0.0;35.56;Apartamento
Apartamento;Laranjeiras;2;0;0;98;2200.0;809.0;0.0;22.45;Apartamento
Apartamento;Copacabana;2;0;0;77;2500.0;620.0;120.0;32.47;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;0.0;18.0;Apartamento
Apartamento;Copacabana;3;0;0;85;2800.0;960.0;120.0;32.94;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;87;1200.0;1032.0;0.0;13.79;Apartamento
Apartamento;Ipanema;1;2;1;90;4100.0;1700.0;220.0;45.56;Apartamento
Casa de Vila;Cachambi;2;0;0;100;1600.0;0.0;0.0;16.0;Casa
Apartamento;Barra da Tijuca;2;1;1;78;3200.0;836.0;2200.0;41.03;Apartamento
Apartamento;Barra da Tijuca;1;1;0;67;2300.0;1580.0;0.0;34.33;Apartamento
Apartamento;Barra da Tijuca;2;1;2;77;1500.0;1200.0;715.0;19.48;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;6000.0;1500.0;3000.0;60.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1390.0;0.0;28.89;Apartamento
Apartamento;Botafogo;2;1;1;84;3800.0;850.0;190.0;45.24;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2800.0;1100.0;71.0;35.9;Apartamento
Apartamento;Méier;3;1;1;92;1300.0;630.0;125.0;14.13;Apartamento
Apartamento;Botafogo;2;1;1;88;3500.0;950.0;0.0;39.77;Apartamento
Apartamento;Ipanema;3;1;0;100;3500.0;1580.0;380.0;35.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;73;2000.0;750.0;0.0;27.4;Apartamento
Apartamento;Botafogo;2;0;0;65;2300.0;450.0;50.0;35.38;Apartamento
Apartamento;Copacabana;2;1;1;76;3500.0;1400.0;190.0;46.05;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;3000.0;1400.0;0.0;42.86;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;65;800.0;240.0;0.0;12.31;Casa
Apartamento;Botafogo;3;2;0;88;3500.0;950.0;0.0;39.77;Apartamento
Apartamento;Engenho Novo;2;1;0;68;900.0;620.0;0.0;13.24;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1300.0;195.0;28.89;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;73;2000.0;653.0;789.0;27.4;Apartamento
Apartamento;Vila da Penha;2;1;0;66;1200.0;180.0;0.0;18.18;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;75;2000.0;480.0;0.0;26.67;Apartamento
Apartamento;Botafogo;2;1;0;94;5700.0;1130.0;196.0;60.64;Apartamento
Casa;Grajaú;6;4;4;90;60000.0;0.0;0.0;666.67;Casa
Apartamento;Rio Comprido;2;1;0;63;1490.0;743.0;33.0;23.65;Apartamento
Apartamento;Ipanema;2;0;0;77;3150.0;605.0;199.0;40.91;Apartamento
Apartamento;Jardim Botânico;3;1;1;91;3500.0;1050.0;260.0;38.46;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;92;1300.0;1712.0;395.0;14.13;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1050.0;650.0;0.0;17.5;Apartamento
Apartamento;Campo Grande;2;1;0;60;700.0;310.0;0.0;11.67;Apartamento
Apartamento;Copacabana;3;0;0;80;3000.0;1000.0;20.0;37.5;Apartamento
Apartamento;Engenho de Dentro;3;1;1;65;1400.0;450.0;120.0;21.54;Apartamento
Casa;Abolição;2;1;0;70;1180.0;0.0;151.0;16.86;Casa
Apartamento;São Francisco Xavier;1;0;0;76;800.0;415.0;14.0;10.53;Apartamento
Apartamento;Taquara;2;1;0;74;1100.0;630.0;50.0;14.86;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2100.0;630.0;200.0;26.25;Apartamento
Apartamento;Leblon;2;2;1;100;6500.0;1766.0;516.0;65.0;Apartamento
Apartamento;Vila Isabel;3;0;1;100;2200.0;200.0;20.0;22.0;Apartamento
Casa de Condomínio;Vargem Grande;3;2;1;86;1700.0;440.0;0.0;19.77;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;60;1600.0;808.0;0.0;26.67;Apartamento
Apartamento;Ipanema;2;0;0;84;3000.0;750.0;194.0;35.71;Apartamento
Apartamento;Piedade;2;0;1;62;700.0;210.0;0.0;11.29;Apartamento
Apartamento;Flamengo;2;0;0;70;2000.0;800.0;100.0;28.57;Apartamento
Apartamento;Humaitá;2;1;1;80;3500.0;600.0;140.0;43.75;Apartamento
Casa;Pedra de Guaratiba;1;2;0;70;660.0;0.0;0.0;9.43;Casa
Apartamento;Recreio dos Bandeirantes;3;1;2;90;2500.0;665.0;150.0;27.78;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;3500.0;1450.0;221.0;38.89;Apartamento
Apartamento;Vila Isabel;2;0;0;70;1300.0;220.0;0.0;18.57;Apartamento
Apartamento;Tijuca;3;1;0;100;3500.0;1650.0;0.0;35.0;Apartamento
Apartamento;Vila Isabel;2;1;1;75;2900.0;580.0;100.0;38.67;Apartamento
Apartamento;Jacarepaguá;2;1;1;76;1200.0;450.0;0.0;15.79;Apartamento
Apartamento;Copacabana;2;1;0;70;1800.0;1650.0;220.0;25.71;Apartamento
Apartamento;Cachambi;2;1;0;66;1270.0;500.0;200.0;19.24;Apartamento
Apartamento;Barra da Tijuca;2;0;1;75;3000.0;1250.0;144.0;40.0;Apartamento
Apartamento;Flamengo;2;0;0;83;2500.0;966.0;138.0;30.12;Apartamento
Apartamento;Leblon;3;1;1;95;4500.0;1650.0;270.0;47.37;Apartamento
Apartamento;Riachuelo;3;0;0;80;1400.0;350.0;200.0;17.5;Apartamento
Apartamento;Botafogo;1;1;0;61;2200.0;664.0;27.0;36.07;Apartamento
Apartamento;Barra da Tijuca;2;1;0;80;2300.0;1000.0;120.0;28.75;Apartamento
Apartamento;Campo Grande;2;2;0;65;700.0;350.0;0.0;10.77;Apartamento
Apartamento;Andaraí;1;1;0;60;1000.0;230.0;23.0;16.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;67;3000.0;1220.0;160.0;44.78;Apartamento
Apartamento;Leme;2;0;0;75;2700.0;878.0;0.0;36.0;Apartamento
Apartamento;Leblon;1;0;0;90;4000.0;900.0;200.0;44.44;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;651.0;0.0;20.78;Apartamento
Apartamento;Barra da Tijuca;1;1;1;75;1700.0;930.0;156.0;22.67;Apartamento
Apartamento;Botafogo;2;1;1;90;3700.0;900.0;0.0;41.11;Apartamento
Apartamento;Copacabana;3;0;1;90;2500.0;1400.0;217.0;27.78;Apartamento
Apartamento;Tijuca;3;0;0;80;1460.0;455.0;124.0;18.25;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;4000.0;1470.0;0.0;44.44;Apartamento
Apartamento;Botafogo;2;1;1;94;4600.0;1201.0;228.0;48.94;Apartamento
Apartamento;Taquara;2;1;0;91;800.0;599.0;82.0;8.79;Apartamento
Casa;Santa Teresa;2;0;1;80;1500.0;0.0;0.0;18.75;Casa
Apartamento;Barra da Tijuca;1;1;1;80;3500.0;1250.0;150.0;43.75;Apartamento
Apartamento;Maracanã;3;1;1;86;1900.0;854.0;0.0;22.09;Apartamento
Apartamento;Copacabana;1;0;1;60;1450.0;748.0;151.0;24.17;Apartamento
Apartamento;Todos os Santos;3;0;0;62;800.0;472.0;16.0;12.9;Apartamento
Apartamento;Tanque;3;1;1;73;1300.0;765.0;84.0;17.81;Apartamento
Apartamento;Barra da Tijuca;3;1;2;86;3200.0;1250.0;150.0;37.21;Apartamento
Apartamento;Pechincha;2;1;1;60;1200.0;480.0;735.0;20.0;Apartamento
Apartamento;Tijuca;3;0;0;72;1100.0;438.0;23.0;15.28;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;600.0;120.0;25.71;Apartamento
Apartamento;Barra da Tijuca;3;2;1;75;1800.0;980.0;200.0;24.0;Apartamento
Apartamento;Tijuca;3;0;0;85;1800.0;934.0;0.0;21.18;Apartamento
Apartamento;Copacabana;2;2;2;90;6500.0;3500.0;0.0;72.22;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;77;1750.0;480.0;180.0;22.73;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2200.0;1180.0;0.0;27.5;Apartamento
Apartamento;Tijuca;3;2;1;100;2000.0;786.0;180.0;20.0;Apartamento
Casa de Condomínio;Campo Grande;2;1;1;80;1400.0;170.0;0.0;17.5;Casa
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;121.0;27.06;Apartamento
Apartamento;Rio Comprido;2;0;0;75;1100.0;480.0;47.0;14.67;Apartamento
Apartamento;Tijuca;3;1;1;90;2600.0;983.0;165.0;28.89;Apartamento
Apartamento;Laranjeiras;2;1;1;82;3500.0;1208.0;0.0;42.68;Apartamento
Apartamento;Praça Seca;3;1;2;70;1600.0;557.0;77.0;22.86;Apartamento
Apartamento;Botafogo;2;0;0;75;2400.0;560.0;112.0;32.0;Apartamento
Apartamento;Bonsucesso;2;1;0;70;1200.0;450.0;20.0;17.14;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;1;75;1300.0;700.0;75.0;17.33;Apartamento
Apartamento;Taquara;2;1;0;60;1300.0;600.0;70.0;21.67;Apartamento
Apartamento;Copacabana;2;0;0;72;2800.0;1000.0;866.0;38.89;Apartamento
Apartamento;Vila Isabel;1;0;0;60;1300.0;323.0;83.0;21.67;Apartamento
Apartamento;Botafogo;3;1;1;78;4310.0;1107.0;187.0;55.26;Apartamento
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;60.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2600.0;1200.0;300.0;30.59;Apartamento
Apartamento;Barra da Tijuca;3;1;1;79;2500.0;790.0;40.0;31.65;Apartamento
Apartamento;Camorim;3;1;2;70;1600.0;750.0;0.0;22.86;Apartamento
Apartamento;Pechincha;2;1;0;77;1300.0;300.0;72.0;16.88;Apartamento
Apartamento;Lagoa;3;1;1;95;3100.0;1710.0;330.0;32.63;Apartamento
Apartamento;Bonsucesso;3;0;0;67;1400.0;520.0;0.0;20.9;Apartamento
Apartamento;Gávea;3;1;1;83;4500.0;985.0;256.0;54.22;Apartamento
Apartamento;Ipanema;2;0;0;85;4000.0;700.0;0.0;47.06;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;3200.0;1620.0;267.0;32.0;Apartamento
Apartamento;Campo Grande;2;1;0;70;900.0;440.0;0.0;12.86;Apartamento
Apartamento;Campo Grande;2;1;1;80;1200.0;400.0;0.0;15.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;96;2209.0;980.0;0.0;23.01;Apartamento
Casa;Vila Valqueire;1;0;0;60;900.0;0.0;0.0;15.0;Casa
Apartamento;Engenho de Dentro;3;1;0;75;1000.0;600.0;150.0;13.33;Apartamento
Apartamento;Ipanema;2;1;0;67;2900.0;825.0;237.0;43.28;Apartamento
Apartamento;Humaitá;1;0;1;60;1900.0;666.0;110.0;31.67;Apartamento
Apartamento;Barra da Tijuca;3;0;1;90;3000.0;800.0;20.0;33.33;Apartamento
Apartamento;Humaitá;1;1;0;60;2200.0;816.0;100.0;36.67;Apartamento
Apartamento;Rio Comprido;2;0;0;64;1300.0;200.0;0.0;20.31;Apartamento
Apartamento;Campo Grande;2;1;0;67;900.0;600.0;0.0;13.43;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1300.0;0.0;43.75;Apartamento
Apartamento;Lagoa;3;1;0;93;4000.0;1250.0;252.0;43.01;Apartamento
Apartamento;Méier;2;2;0;72;1500.0;665.0;88.0;20.83;Apartamento
Casa de Vila;Méier;3;1;0;82;2300.0;0.0;13.0;28.05;Casa
Apartamento;Barra da Tijuca;2;1;0;80;1650.0;1000.0;211.0;20.62;Apartamento
Apartamento;Botafogo;2;1;0;78;2700.0;988.0;133.0;34.62;Apartamento
Apartamento;Tauá;2;1;0;60;1300.0;200.0;200.0;21.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;82;2000.0;950.0;0.0;24.39;Apartamento
Apartamento;Botafogo;2;0;0;60;2200.0;350.0;0.0;36.67;Apartamento
Apartamento;Méier;2;1;1;81;1600.0;738.0;156.0;19.75;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;2500.0;1466.0;166.0;27.78;Apartamento
Apartamento;Barra da Tijuca;3;1;2;93;2300.0;860.0;0.0;24.73;Apartamento
Apartamento;Copacabana;3;1;1;95;3100.0;1650.0;135.0;32.63;Apartamento
Apartamento;Ipanema;2;1;2;80;10000.0;3700.0;0.0;125.0;Apartamento
Apartamento;Vila da Penha;2;1;0;90;1000.0;590.0;60.0;11.11;Apartamento
Apartamento;Vila Isabel;2;1;1;76;1600.0;800.0;0.0;21.05;Apartamento
Apartamento;Tijuca;2;0;0;70;1380.0;498.0;0.0;19.71;Apartamento
Apartamento;Gávea;2;1;0;67;3200.0;800.0;119.0;47.76;Apartamento
Apartamento;Botafogo;2;0;0;84;2300.0;680.0;176.0;27.38;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2500.0;1045.0;212.0;27.78;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;85;2500.0;1649.0;220.0;29.41;Apartamento
Apartamento;Botafogo;3;1;0;88;3500.0;770.0;1200.0;39.77;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;1800.0;1125.0;347.0;25.71;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1200.0;455.0;60.0;20.0;Apartamento
Apartamento;Tijuca;2;0;0;83;1600.0;510.0;0.0;19.28;Apartamento
Apartamento;Irajá;2;0;0;61;1000.0;315.0;0.0;16.39;Apartamento
Apartamento;Botafogo;2;1;1;79;4350.0;1100.0;0.0;55.06;Apartamento
Apartamento;Tijuca;2;1;0;67;1950.0;622.0;0.0;29.1;Apartamento
Apartamento;Copacabana;3;0;0;87;2450.0;724.0;188.0;28.16;Apartamento
Apartamento;Catete;2;1;2;85;3400.0;1350.0;166.0;40.0;Apartamento
Apartamento;Ipanema;2;1;0;60;2600.0;1200.0;82.0;43.33;Apartamento
Casa de Vila;Irajá;2;1;0;88;1250.0;87.0;27.0;14.2;Casa
Apartamento;Praça Seca;2;1;0;76;880.0;440.0;13.0;11.58;Apartamento
Apartamento;Tijuca;3;0;0;85;2000.0;715.0;80.0;23.53;Apartamento
Apartamento;Copacabana;2;0;0;90;2100.0;1212.0;188.0;23.33;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;64;2000.0;450.0;0.0;31.25;Apartamento
Apartamento;Leme;1;0;1;60;2200.0;600.0;70.0;36.67;Apartamento
Apartamento;Pechincha;2;1;1;65;1250.0;600.0;82.0;19.23;Apartamento
Apartamento;Copacabana;2;1;0;84;2500.0;800.0;138.0;29.76;Apartamento
Apartamento;Botafogo;2;1;1;84;3500.0;1113.0;173.0;41.67;Apartamento
Apartamento;Copacabana;1;0;1;68;2000.0;658.0;24.0;29.41;Apartamento
Apartamento;Tijuca;2;0;1;74;2000.0;400.0;0.0;27.03;Apartamento
Apartamento;Barra da Tijuca;2;2;1;74;4500.0;1290.0;0.0;60.81;Apartamento
Apartamento;Ipanema;2;2;2;100;4900.0;2937.0;0.0;49.0;Apartamento
